0,0.01
4080,20.1192,23.0
4081,25.149,3.5
4082,25.149,7.8
4083,25.149,36.5
4084,25.149,17.0
4085,25.149
4086,25.149,40.5
4087,25.149,0.99
4088,25.90347,21.0
4089,25.149,11.69
4090,25.149,4.2
4091,25.149,56.555
4092,25.149,16.0
4093,25.149,1.59
4094,25.149,1.75
4095,25.149,6.2775
4096,25.149,2.4
4097,25.149,0.7970290224032587
4098,25.149,33.9
4099,20.1192,0.4
4100,25.149,36.0
4101,25.149
4102,25.149,1.69
4103,25.149
4104,25.149,5.0
4105,25.149,17.0
4106,25.149,2.75
4107,25.149,0.7
4108,25.90347,30.0
4109,25.149,0.29073084397556914
4110,25.90347,20.0
4111,25.149,0.31
4112,35.0,0.45
4113,25.149,4.0
4114,25.149,8.9
4115,25.149,48.0
4116,0.2,6.4
4117,25.149,5.0
4118,25.149
4119,25.149,0.39
4120,25.149,15.5
4121,25.149,0.77
4122,25.149,0.59
4123,25.90347,0.9
4124,25.149,48.0
4125,25.149,2.25
4126,25.149,0.3666
4127,25.90347
4128,25.149
4129,25.149,30.0
4130,25.149,62.0
4131,25.149
4132,25.149
4133,25.149,27.8
4134,25.149,4.2
4135,20.1192
4136,25.149,5.0
4137,25.149,43.5
4138,25.149,23.5
4139,25.149,10.0
4140,25.149,17.777
4141,25.149,5.48
4142,25.149
4143,22.6341
4144,25.149
4145,25.149,3.0
4146,25.149,7.5
4147,25.149,10.0
4148,22.6341,40.0
4149,25.149,3.0
4150,25.149
4151,25.90347
4152,20.1192,55.0
4153,25.149,0.65
4154,25.149,1.49
4155,25.149,58.0
4156,25.149,8.0
4157,25.149,17.9
4158,25.149,18.0
4159,25.149,2.74
4160,22.6341,12.455
4161,25.149,1.989
4162,25.149,40.0
4163,25.149,5.7
4164,25.149,1.8
4165,25.149,1.1
4166,26.0,30.0
4167,22.6341,5.4
4168,25.149,63.0
4169,25.149,0.65
4170,25.149,7.99
4171,20.1192,3.07
4172,25.149,40.0
4173,25.149,42.0
4174,25.149,14.99
4175,25.149,1.2
4176,49.99,8.25
4177,25.90347,388.8
4178,25.149,1.75
4179,25.149,2.9999
4180,25.90347,0.779
4181,25.149
4182,25.149
4183,22.6341
4184,25.149,1.78
4185,25.149
4186,25.149,0.39
4187,25.149,30.0
4188,25.149,0.31
4189,25.149,0.375
4190,25.149,2.98
4191,25.90347,0.68
4192,25.149,0.27
4193,25.149,0.31
4194,25.149,18.0
4195,25.149,0.625
4196,25.149,0.99
4197,25.149,3.824
4198,25.149,0.45
4199,25.149,40.0
4200,25.149,15.2
4201,25.149,1.2
4202,25.90347,8.2
4203,25.149,1.1
4204,25.149,39.0
4205,25.149,2.8405
4206,25.90347,1.5
4207,25.149,45.0
4208,25.149,14.5
4209,25.149,6.88
4210,25.149,2.9925
4211,25.149,3.65
4212,25.149,7.0
4213,25.149,1.1
4214,25.149,0.7
4215,25.149,0.83
4216,25.149,65.0
4217,25.90347,0.9
4218,25.90347,7.0
4219,25.149,36.8
4220,25.149
4221,25.149,0.6
4222,25.149,19.95
4223,25.149,1.1999
4224,25.149
4225,25.149,2.09
4226,25.149,2.9
4227,20.1192,3.99
4228,25.149,0.14
4229,20.1192,0.35
4230,25.149
4231,25.149
4232,25.149,0.499
4233,25.149,35.89
4234,20.1192,0.15
4235,25.149,19.8
4236,25.149,0.5
4237,25.15,22.75
4238,25.149,20.0
4239,25.149,4.0
4240,22.6341,10.4321
4241,25.149,3.99
4242,25.149,0.6
4243,25.149,46.0
4244,25.149,24.5
4245,25.149,2.5
4246,25.149,3.0
4247,25.149,15.8
4248,25.149,51.0
4249,25.149,0.725
4250,25.90347,0.8
4251,25.149,12.8
4252,25.149,7.99
4253,25.149,7.5
4254,25.90347,0.75
4255,25.149,2.0
4256,25.149,4.75
4257,25.149,2.0
4258,25.149,2.2
4259,25.149,41.7
4260,25.149,5.18
4261,25.149
4262,25.149,14.95
4263,22.6341
4264,25.90347,3.0
4265,22.6341
4266,25.149
4267,25.149
4268,25.149
4269,22.6341
4270,87.0,17.5
4271,25.149
4272,25.149
4273,25.149
4274,25.149,4.5
4275,25.149
4276,25.149,4.2069
4277,25.149
4278,25.149
4279,25.149,2.4
4280,25.149,0.75
4281,25.90347,35.0
4282,25.149,7.5
4283,25.149,44.2
4284,25.149
4285,25.149,33.5
4286,25.149,0.77
4287,25.149,42.0
4288,25.149,2.2
4289,25.149,13.9
4290,25.149,2.5
4291,25.149,42.0
4292,25.149,3.1415
4293,25.149,1.55
4294,25.149,0.71
4295,25.149,0.66
4296,25.149,66.0
4297,25.90347,68.0
4298,20.1192,36.49
4299,25.90347,3.0
4300,25.90347,80.0
4301,25.149,1.3
4302,25.149,1.1
4303,25.90347,80.0
4304,25.149,0.82
4305,25.149,38.0
4306,25.149,14.0
4307,25.149,0.51
4308,25.149,0.88
4309,25.15,10.0
4310,25.149,1.0
4311,25.149,0.76
4312,25.149,2.0
4313,25.149,1.0
4314,25.149,13.9
4315,25.149,0.8
4316,25.90347,2.99
4317,25.149,9.0
4318,25.149,5.18
4319,25.149,0.79
4320,25.149,10.0
4321,25.149,5.1992
4322,22.6341,38.0
4323,20.1192,3.0
4324,25.149,0.5553
4325,25.149,0.25
4326,25.149,7.5
4327,25.149,0.89
4328,25.149,6.0
4329,25.149,38.0
4330,25.149,10.5
4331,25.149,0.5
4332,25.149,15.68
4333,25.149,0.31
4334,25.149,0.31
4335,20.1192,0.31
4336,25.149,0.31
4337,25.149,0.62
4338,25.149,0.369
4339,25.149,0.5
4340,25.149,0.69
4341,25.149,14.0
4342,25.149,0.33
4343,25.90347,12.0
4344,39.0,8.4
4345,50.0,16.48
4346,25.149,5.5
4347,25.149,0.55
4348,20.1192,8.0
4349,22.6341,0.75
4350,25.149,1.65
4351,25.149
4352,25.149,4.0
4353,25.149,11.4
4354,25.149,0.325
4355,25.149
4356,25.149,1.0
4357,25.149,49.9
4358,25.149,0.485
4359,25.149,1.0
4360,25.149,2.0
4361,25.149,0.5
4362,25.149,0.3
4363,25.149,5.99
4364,25.149,0.7
4365,25.149,64.0
4366,25.149,39.0
4367,25.149,0.53
4368,25.149,0.75
4369,25.149,1.19
4370,25.149,0.5499
4371,25.149,34.8
4372,25.149,3.0
4373,25.149,48.0
4374,25.149,1.94
4375,25.149,1.8
4376,25.149,68.0
4377,25.90347,2.5
4378,25.149,2.35
4379,25.149,1.4
4380,25.90347,12.0
4381,25.149,1.2
4382,25.149,1.1
4383,25.149,2.0
4384,25.149,3.5999
4385,25.149,0.65
4386,25.149,7.77
4387,20.1192,4.827
4388,25.149,3.69
4389,25.149,1.66
4390,25.149,7.98
4391,25.149,88.0
4392,25.149,2.9
4393,22.6341,58.0
4394,25.149,0.9
4395,25.149,10.1
4396,22.6341,63.5
4397,22.6341,29.0
4398,25.149,0.24
4399,25.149,0.234
4400,25.90347,69.69
4401,25.149,6.95
4402,25.149,44.02
4403,22.6341,2.0
4404,25.149,0.4777
4405,25.149,1.1025
4406,25.149,44.0
4407,25.149,35.99
4408,25.149,24.0
4409,25.149,0.4999
4410,25.149,43.33
4411,25.149,0.65
4412,22.6341,19.99
4413,25.90347,16.99
4414,25.149,15.2
4415,25.149,3.5
4416,25.149,1.1
4417,25.149,0.64
4418,25.90347,4.0
4419,25.149,0.343
4420,25.149,6.589
4421,20.1192,0.85
4422,22.6341,49.1
4423,25.149,0.4999
4424,25.149,35.0
4425,25.90347,2.4
4426,25.149,0.75
4427,25.149,0.4299
4428,25.149,0.5555
4429,20.1192,0.45
4430,25.149,0.4
4431,20.1192,0.4
4432,25.149,13.49
4433,25.149,8.0
4434,25.149,0.3
4435,25.149,15.0
4436,25.149,0.4
4437,25.149,0.45
4438,25.149,14.2
4439,25.149,0.35
4440,25.149,2.48
4441,25.149,4.0
4442,25.149
4443,25.149,1.3
4444,25.149,33.0
4445,25.149,3.5
4446,25.149,0.55
4447,25.149,11.75
4448,25.90347
4449,25.149,0.59
4450,25.149,0.49
4451,25.149,0.49
4452,25.149,7.4119
4453,25.149,0.49
4454,25.149,0.99
4455,25.149
4456,25.149,1.0
4457,25.149,0.55
4458,25.90347,1.5225
4459,25.149,41.5
4460,25.149,40.0
4461,25.149,40.0
4462,25.90347,90.0
4463,25.149,49.0
4464,25.149,13.0
4465,25.149
4466,25.90347
4467,25.149,32.99
4468,25.149,4.0
4469,25.149,47.9999
4470,25.149,75.0
4471,25.90347,12.5
4472,25.149,0.55
4473,20.1192,0.54
4474,25.90347,3.0
4475,25.149,1.0
4476,25.149,6.975
4477,25.149,1.6366
4478,25.149,19.0
4479,25.149,0.68
4480,25.149,1.1999
4481,25.149,36.69
4482,25.90347,58.0
4483,25.149,0.31
4484,25.149,56.25
4485,25.149
4486,25.149,35.0
4487,25.149,1.037
4488,25.90347,0.5
4489,25.149
4490,22.6341,6.4
4491,25.149,5.25
4492,25.149,9.99
4493,25.90347,50.0
4494,25.149,7.4
4495,25.149,0.25
4496,25.149
4497,25.149,2.45
4498,25.149,0.32
4499,25.149,30.5
4500,25.149,0.5
4501,25.149,0.27
4502,25.149,39.5
4503,25.149,29.0
4504,25.149,0.37
4505,20.1192,3.8
4506,25.149,38.49
4507,25.149,12.0
4508,25.149,2.9999
4509,25.149,0.63
4510,22.6341,0.3
4511,25.90347,1.95
4512,25.149,14.0
4513,25.149,0.25
4514,25.149
4515,25.149,49.0
4516,25.149,3.5
4517,25.149,1.2
4518,25.149,2.2
4519,25.149,5.5
4520,25.149,1.2
4521,25.149,2.0
4522,25.149,4.6
4523,25.149,23.0
4524,20.1192,0.6
4525,25.149,10.4
4526,25.149,4.0
4527,25.149,45.0
4528,25.149,4.98
4529,25.149,16.5
4530,25.149,0.85
4531,20.1192,4.0
4532,25.149,1.7
4533,25.149,59.0
4534,25.149,0.26
4535,25.149,28.5
4536,25.149,42.5
4537,25.149
4538,25.149,5.0
4539,25.149,1.5
4540,25.90347,57.0
4541,22.6341,34.99
4542,25.149,18.2
4543,25.149,3.0
4544,25.149,2.49
4545,25.149,0.4
4546,25.149,1.28
4547,25.149,0.5
4548,25.149,0.99
4549,25.149,0.99
4550,25.149,43.4
4551,25.149,6.5
4552,25.149,0.55
4553,25.149,7.99
4554,25.149,71.32433876569597
4555,25.149,2.0
4556,25.149,4.9
4557,25.149,3.13
4558,25.149,0.2
4559,25.149,15.0
4560,25.149,44.0
4561,25.149,1.2
4562,25.149,45.0
4563,25.149,0.99
4564,25.149,0.09
4565,25.149,0.39
4566,25.149,0.425
4567,25.149,1.2
4568,25.149,2.35
4569,25.149,0.2
4570,22.6341,0.99
4571,25.149,37.291724337628494
4572,25.90347,9.0
4573,25.149,0.4
4574,22.6341,5.5
4575,25.149,0.67
4576,25.149,0.2
4577,25.149,2.5
4578,22.6341,1.45
4579,25.149,2.5
4580,25.90347,40.0
4581,25.149,0.88
4582,25.149,2.99
4583,20.1192
4584,25.149,5.0
4585,25.149,8.5
4586,25.149,17.0
4587,25.149,1.92
4588,25.149,58.0
4589,22.6341,15.27
4590,25.149,0.2999
4591,25.149,54.99
4592,25.149,2.0
4593,25.149,3.23
4594,25.149,6.8
4595,20.1192,41.777
4596,22.6341,31.0
4597,25.149,40.0
4598,25.149,0.265
4599,20.1192,55.0
4600,20.1192,0.33
4601,25.149,18.88
4602,25.149,55.0
4603,20.1192,5.0
4604,25.149,1.5
4605,25.149,34.48
4606,25.149,0.35
4607,25.149,0.23
4608,25.149,0.6
4609,25.149,44.0
4610,25.149,0.325
4611,25.149,0.55
4612,25.90347,125.0
4613,25.149,2.75
4614,25.90347,3.0
4615,20.1192,2.0
4616,25.149,2.0
4617,25.149,16.0
4618,25.149,0.75
4619,25.149,3.5
4620,25.149,0.35
4621,25.149,2.5
4622,25.149,37.0
4623,25.149,15.2
4624,25.149,2.0
4625,25.149,1.2
4626,25.149,43.0
4627,25.149,40.0
4628,25.90347,0.85
4629,25.149,50.0
4630,25.149,25.0
4631,25.149,5.25
4632,22.6341,3.2
4633,25.149,0.47
4634,25.149
4635,25.90347
4636,25.149,6.626025
4637,25.149,19.5
4638,25.149,49.9876
4639,25.149,1.02
4640,25.149,49.97
4641,22.6341,5.0
4642,25.90347,5.0
4643,25.149,99.0
4644,25.149,13.0
4645,25.149,1.35
4646,25.149
4647,0.01,1.65
4648,25.90347
4649,25.149
4650,25.149,1.5800999999999998
4651,25.149,5.95
4652,20.1192,40.0
4653,25.149,1.1155
4654,20.1192,40.88
4655,25.149,7.5
4656,25.149,17.69
4657,25.149,2.9999
4658,25.149
4659,25.149,4.8
4660,25.149,41.0
4661,25.149,0.323
4662,25.149,0.38
4663,25.149
4664,25.149,10.1
4665,25.149,15.25
4666,25.149,49.8
4667,0,33.0
4668,25.149,0.46
4669,25.149,44.88
4670,25.149,0.4999
4671,25.149,0.47
4672,25.149,43.0
4673,25.149,5.0
4674,25.149,1.76
4675,25.149,13.9
4676,25.149,0.323
4677,25.149,3.45
4678,25.149,0.5
4679,25.149,0.21
4680,25.149,9.9696
4681,25.149,14.0
4682,25.149
4683,25.149
4684,25.149,45.95
4685,25.90347,1.9999
4686,25.149,1.2
4687,25.149,110.0
4688,25.149,38.75
4689,25.149,4.0
4690,25.149,5.9
4691,25.149,65.0
4692,22.6341,4.2
4693,25.149,1.9
4694,25.149,5.0
4695,25.149,1.0
4696,0,33.00599999999998
4697,25.149,32.5
4698,25.149,2.0
4699,25.90347,50.0
4700,25.90347,8.5
4701,25.149,39.5
4702,25.149,2.6
4703,25.149,30.9
4704,25.149,0.85
4705,25.149,20.5
4706,25.149,20.0
4707,25.149
4708,22.6341,2.2
4709,25.149,80.0
4710,25.149
4711,25.149,27.5
4712,25.149,100.0
4713,22.6341
4714,20.1192,17.0
4715,25.149,80.0
4716,25.149
4717,25.149,19.0
4718,25.90347,46.4
4719,25.149
4720,25.149,1.0
4721,25.149,0.7
4722,25.149,6.0
4723,25.90347
4724,25.149,42.069
4725,25.149,30.99
4726,25.149,42.0
4727,25.149,22.49
4728,25.149,2.2
4729,25.149,0.25
4730,25.149
4731,25.149,31.0
4732,25.149
4733,25.149,25.0
4734,25.90347,15.0
4735,22.6341,5.9
4736,25.149
4737,22.6341
4738,25.90347
4739,25.149
4740,25.15
4741,100.0,43.99
4742,25.149,30.0
4743,25.90347,25.0
4744,25.90347,12.5
4745,25.149,16.0
4746,25.90347,95.0
4747,25.149,1.2
4748,25.149,45.0
4749,25.90347,2.0
4750,25.149,45.0
4751,25.149,51.51
4752,25.149,0.37
4753,25.90347,0.88
4754,25.149,9.4
4755,25.149,0.42
4756,25.90347,14.0
4757,25.149,0.8
4758,25.149,2.1
4759,20.1192,23.5
4760,25.149,0.2
4761,25.149,0.5
4762,25.149,8.0
4763,25.149,0.375
4764,25.149,9.99
4765,25.90347,42.5
4766,25.149,45.0
4767,25.149,1.25
4768,25.149
4769,25.149
4770,20.1192,0.55
4771,25.149,0.35
4772,22.6341,14.99
4773,25.149,0.115
4774,25.149,0.999
4775,25.149,0.15
4776,25.149
4777,25.149,12.0
4778,25.149,0.1
4779,25.149,4.9
4780,25.149
4781,22.6341,1.14
4782,25.149,46.0
4783,25.149,55.0
4784,25.149,0.075
4785,25.149,0.06
4786,25.149
4787,25.149,0.145
4788,25.149,3.7
4789,25.149,0.3511349160393746
4790,25.149,0.99
4791,25.149,3.0
4792,25.90347,9.0
4793,25.149,16.58
4794,25.149,5.0
4795,20.1192,0.75
4796,20.1192,1.1
4797,25.149,40.0
4798,25.149,15.6
4799,25.149,4.0
4800,22.6341,39.749
4801,25.149,1.5
4802,25.149,1.9
4803,25.149,2.44
4804,25.149,2.0
4805,25.149,6.0
4806,25.90347,70.0
4807,25.149,1.7
4808,25.149,75.0
4809,25.149,0.725
4810,25.149,1.2
4811,25.149,15.0
4812,25.149,8.5
4813,25.149,53.0
4814,25.90347,7.77
4815,25.149,19.0
4816,25.90347,0.7
4817,25.149,13.74
4818,25.149,1.0
4819,25.149,0.99
4820,25.149,9.2
4821,25.149,47.999
4822,22.6341,6.2
4823,25.149,1.25
4824,20.1192,5.0
4825,25.149,2.0
4826,43.666,4.95
4827,25.149,0.4
4828,25.149,15.3
4829,25.149,0.69
4830,20.1192,14.787
4831,25.149,1.84
4832,25.149,0.4
4833,25.149,4.0
4834,25.149,0.35
4835,25.149
4836,25.149,1.4
4837,22.6341,6.0
4838,25.149
4839,25.149,9.99
4840,50.0,1.5
4841,25.149,0.4099
4842,25.149,1.03
4843,25.149
4844,25.149
4845,25.149,33.33
4846,25.149
4847,25.149,0.38
4848,25.149,0.4888
4849,25.149,0.8888
4850,25.149,36.0
4851,25.149,0.2999
4852,25.149,0.2999
4853,25.149,0.99
4854,25.149,40.0
4855,25.149,0.4888
4856,25.149,3.5
4857,25.149,0.369
4858,25.149
4859,25.90347
4860,20.1192,0.55
4861,25.149,18.0
4862,25.149
4863,25.149,8.05
4864,20.1192,12.99
4865,25.149
4866,25.149,36.85
4867,25.149,45.0
4868,22.6341,2.0
4869,25.149,4.0
4870,25.149,3.99
4871,25.149,0.42069
4872,25.149,31.49
4873,25.90347
4874,25.149,20.0
4875,25.149,1.5
4876,25.149,0.65
4877,25.149,53.0
4878,22.6341,2.0
4879,25.90347,1.2
4880,25.149,1.7488
4881,25.149,38.88
4882,25.90347,69.99
4883,25.149,24.9
4884,25.149,41.2
4885,25.149,3.0
4886,25.149,33.0
4887,25.149,5.144414306001075
4888,25.149,3.19
4889,25.90347
4890,25.149,3.98
4891,25.149,1.25
4892,25.149
4893,25.149
4894,25.90347,70.0
4895,25.90347
4896,25.149,39.1
4897,25.149,0.98
4898,25.149
4899,25.149
4900,25.149,0.25
4901,25.149,1.65
4902,25.149,5.298
4903,25.149
4904,25.149,1.25
4905,22.6341,1.2799
4906,25.149,42.0
4907,25.149,1.9
4908,25.149,2.6
4909,25.90347,3.0
4910,25.149,43.0
4911,25.149,19.5
4912,20.1192,39.0
4913,25.149,82.0
4914,25.149,2.22
4915,25.90347,3.77
4916,25.149,11.85
4917,25.15,0.48
4918,25.149,0.35
4919,25.149,0.269
4920,25.149,3.0
4921,25.149,22.5
4922,25.90347
4923,25.149
4924,25.149,1.0
4925,25.149,59.0
4926,25.149,55.0
4927,25.149,0.57
4928,25.149,0.48
4929,25.149,38.99
4930,25.149,32.4
4931,25.149,0.57
4932,25.149,1.55
4933,25.149,30.95
4934,25.149,0.48
4935,25.149,0.19
4936,25.149,59.0
4937,25.149,33.0
4938,20.1192
4939,25.149
4940,25.149,8.0
4941,25.149,1.15
4942,25.149,0.1663468314944255
4943,25.149,1.0
4944,25.149,6.65
4945,25.149,39.0
4946,25.149,50.0
4947,20.1192,12.97
4948,25.149,3.2
4949,20.1192,3.0555
4950,20.1192,1.5
4951,25.149,41.69
4952,25.149,2.5
4953,25.149,0.58
4954,25.149,6.5
4955,25.149,0.075
4956,25.149,36.0
4957,22.6341,0.145
4958,25.149,0.875
4959,25.90347,5.0
4960,22.6341,4.49
4961,25.90347,1.0
4962,25.149,33.99
4963,25.149,7.5
4964,25.149,0.7
4965,25.149,4.15
4966,25.149,0.49
4967,25.149,1.4878
4968,25.149,15.5
4969,25.149,60.0
4970,20.1192,14.9
4971,25.149,4.8
4972,25.149,2.0
4973,25.149,0.75
4974,25.149,0.53
4975,25.149,0.31
4976,25.149,21.0
4977,25.149,0.25
4978,25.149
4979,25.149,0.3
4980,25.90347,6.0
4981,25.90347
4982,25.149,15.55
4983,25.149,55.0
4984,25.149,0.55
4985,25.149,0.98
4986,0.25,37.5
4987,25.149,20.0
4988,25.149,46.5
4989,25.149,28.0
4990,25.149,4.0
4991,25.149,12.0
4992,25.149,15.0
4993,25.149,46.99
4994,25.149,1.5
4995,25.149,19.0
4996,25.90347,3.77
4997,25.149,3.0
4998,25.149,0.48
4999,25.149,3.33
5000,25.149,30.0
5001,25.149
5002,25.149,0.48
5003,20.1192,45.0
5004,25.149,0.58
5005,20.1192,5.076
5006,25.149,9.6888
5007,34.99,33.0
5008,25.149,6.1
5009,25.149,3.88
5010,25.90347,21.9
5011,25.149,4.1
5012,22.6341,38.0
5013,25.149,5.4
5014,25.149,38.0
5015,25.149,4.8
5016,25.149,0.9
5017,25.90347,248.0
5018,25.149,0.75
5019,25.149,6.8
5020,25.149
5021,25.149
5022,25.90347
5023,25.149
5024,25.149
5025,25.149
5026,25.149
5027,25.149
5028,25.149
5029,25.149
5030,22.6341,0.45
5031,25.149,2.9
5032,25.149,4.9888
5033,25.149,24.88
5034,40.069,1.69
5035,25.149,0.45
5036,25.149,17.5
5037,25.149,4.1
5038,25.149,27.0
5039,25.149,1.25
5040,25.149,88.0
5041,25.149,6.1
5042,25.149,54.0
5043,25.149,2.0
5044,25.149,4.0
5045,25.149,4.2
5046,25.149,3.0
5047,25.149,0.6777
5048,25.149,45.0
5049,25.149,0.42
5050,25.90347,10.5
5051,25.149,0.99
5052,25.90347,2.4999
5053,2.989,4.5
5054,25.149,2.5
5055,25.149,2.4999
5056,25.149,0.2
5057,25.149,19.17
5058,25.149,1.5
5059,25.149,3.99
5060,25.149
5061,25.149,5.1
5062,25.90347,2.0
5063,25.149,11.75
5064,25.90347,150.0
5065,25.149,0.479
5066,25.149,55.5
5067,25.149,50.0
5068,25.149,38.5
5069,25.149,0.74
5070,25.90347,2.999
5071,25.149,55.0
5072,30.619,35.8
5073,25.149,27.5
5074,25.149,7.5
5075,25.149,30.0
5076,29.219
5077,25.149,0.27
5078,25.149,3.49
5079,25.149,0.27
5080,25.149,22.0
5081,25.149,30.69
5082,25.149,9.157238039421326
5083,25.149,3.0
5084,25.149
5085,25.149,38.5
5086,25.149,8.99
5087,100.0,0.27
5088,25.90347,10.0
5089,25.149,3.1415
5090,25.149,0.6
5091,25.90347,4.0404
5092,25.149,0.75
5093,25.149,4.5
5094,25.149,6.99
5095,25.149,0.27
5096,20.1192,3.9
5097,25.149,3.5
5098,25.149,0.65
5099,25.90347,0.59
5100,25.149,6.6
5101,20.1192,4.28
5102,25.149,5.9999
5103,25.149,45.5
5104,25.149,2.2
5105,25.149,57.99
5106,25.149,6.89
5107,25.149,45.0
5108,25.149,0.65
5109,25.149,0.5555
5110,25.149,6.85
5111,25.149,0.69
5112,25.149,4.5
5113,25.149,2.3456
5114,25.149,4.5
5115,25.149,0.48
5116,25.90347,3.9
5117,25.149,2.99
5118,20.1192,38.99
5119,25.149,39.85
5120,25.149,0.29
5121,25.149,34.0
5122,25.149,37.45
5123,25.149,50.0
5124,25.149,3.2398
5125,25.149,42.7
5126,25.149,70.0
5127,25.149,46.99
5128,25.149,5.6
5129,25.149,4.4999
5130,25.149,9.0
5131,25.149,35.813
5132,25.149,2.49
5133,25.149,0.5
5134,22.6341,2.99
5135,25.149,1.62
5136,25.149,1.2
5137,25.149,0.27
5138,25.149,50.0
5139,20.1192,34.5
5140,25.149,40.9
5141,25.149,0.5
5142,25.149,13.9
5143,25.149,3.5
5144,25.149
5145,25.90347
5146,25.149
5147,25.149
5148,25.149
5149,25.149
5150,25.149
5151,25.90347
5152,25.149
5153,22.6341
5154,25.149
5155,25.149
5156,25.149
5157,25.149
5158,25.149
5159,25.149
5160,25.149
5161,25.149
5162,25.149
5163,25.90347,24.5
5164,25.149,20.0
5165,25.149,0.35
5166,25.149,1.0
5167,20.1192,63.99
5168,25.149,16.15
5169,25.149,1.6969
5170,25.149,0.24
5171,25.149
5172,25.149,0.318
5173,25.90347
5174,25.149,0.6
5175,25.149,38.489
5176,25.149,0.5
5177,25.90347,3.2
5178,25.149,25.0
5179,25.149,2.0
5180,25.149,55.0
5181,25.149,4.863406354457026
5182,25.149,49.0
5183,25.149,31.9
5184,25.149,0.725
5185,25.149,8.49
5186,25.149,15.5
5187,25.149,44.69
5188,25.149,0.869
5189,25.149,0.99
5190,25.149,7.0
5191,25.149,0.88
5192,25.149,1.0
5193,25.149,0.725
5194,25.149,0.45
5195,25.149
5196,25.149,2.0
5197,25.90347,1.0
5198,25.149
5199,25.90347,425.0
5200,25.149
5201,25.149
5202,25.149
5203,25.149,40.0
5204,25.149,7.9
5205,25.149
5206,25.149
5207,25.149,2.5
5208,25.149
5209,25.149,15.1
5210,25.149
5211,25.149
5212,25.149,33.64
5213,25.149
5214,25.149,18.75
5215,25.149,0.22
5216,25.149,0.49
5217,25.149,35.35
5218,25.149,9.95
5219,25.149,15.59
5220,25.149,1.0
5221,25.149,7.05
5222,25.90347,4.99
5223,25.149,1.0
5224,25.149,8.0
5225,25.149,47.0
5226,25.149,4.95
5227,25.149
5228,25.149,4.4523
5229,25.149,49.25
5230,25.90347
5231,25.149,0.38
5232,25.90347,39.0
5233,25.90347,100.0
5234,25.149,42.0
5235,25.90347,40.0
5236,25.149
5237,25.149,36.67106700486938
5238,25.149,16.69
5239,25.149,30.0
5240,25.149,1.0
5241,25.149,26.0
5242,25.149,3.79
5243,25.149,10.0
5244,25.149,1.99
5245,20.1192,4.0
5246,25.149,2.0
5247,22.6341,2.95
5248,25.149,9.9
5249,25.149,0.75
5250,25.149,45.0
5251,25.149,0.4
5252,25.149,4.0
5253,25.149,0.65
5254,22.6341,0.34168414837244515
5255,25.149,1.1
5256,25.149,0.49
5257,20.1192,1.79
5258,25.149,3.0
5259,25.149,0.3777
5260,25.149,3.09
5261,20.1192,0.22
5262,25.149,42.42
5263,25.149,3.0
5264,25.149,30.0
5265,25.149
5266,25.149,19.0
5267,25.149,37.0
5268,22.6341,50.0
5269,25.90347
5270,25.149,45.0
5271,25.149,36.9
5272,25.149,0.49
5273,25.149,0.7
5274,25.90347,12.5
5275,25.149,33.0
5276,25.149,8.25
5277,25.149,7.5
5278,25.149,15.888
5279,0,40.01
5280,25.149,1.0
5281,25.149,7.0
5282,25.149,3.095
5283,25.149,3.2
5284,20.1192,0.475
5285,25.149,54.0
5286,25.90347,1.09
5287,25.149,40.0
5288,25.149,39.69
5289,25.149,41.69
5290,22.6341,14.5
5291,25.149,1.6340060419235511
5292,25.149,35.9
5293,25.149,5.0
5294,25.149,0.98
5295,25.149,2.95
5296,25.90347,10.0
5297,25.149
5298,25.149,36.496
5299,25.149,17.75
5300,25.149,3.4
5301,25.149,0.79
5302,25.149,1.0
5303,25.149,0.8
5304,25.149,0.104
5305,25.149,0.8
5306,22.6341,3.249
5307,25.149,2.4
5308,22.6341,0.75
5309,25.149,52.0
5310,25.90347,0.4
5311,25.149,39.99
5312,25.149,40.0
5313,25.149,1.79
5314,25.149,44.0
5315,25.149,65.5
5316,25.149,0.79
5317,25.149,0.52
5318,25.149,2.88
5319,25.149,12.69
5320,25.149,0.349
5321,25.149,18.0
5322,25.149,8.29
5323,25.149,0.07
5324,25.149,42.0
5325,25.149,98.0
5326,25.149,5.3
5327,20.1192,10.0
5328,25.149,1.25
5329,25.90347,4.0
5330,25.149,1.0
5331,25.149,1.9
5332,25.149,8.95
5333,25.149,8.94
5334,25.90347,3.5
5335,25.149,1.99
5336,25.90347,21.0
5337,25.149,34.5
5338,25.90347
5339,25.149,5.5
5340,25.149,48.88
5341,25.149,0.7
5342,25.149,35.94
5343,25.149,47.0
5344,25.149,3.5
5345,25.149,0.9
5346,25.149,1.75
5347,25.149,45.0
5348,25.149,17.88
5349,25.149,14.19
5350,25.149,11.0
5351,25.149,45.2
5352,25.149,55.0
5353,25.90347,0.0
5354,25.149,6.0
5355,22.6341,7.5
5356,25.149,5.5
5357,25.149,0.45
5358,25.149,37.0
5359,25.149,0.85
5360,25.149,3.88
5361,25.149,5.0
5362,22.6341,0.23
5363,20.1192,1.55
5364,25.149,0.25
5365,25.149,0.35
5366,25.149,0.32
5367,25.149,40.0
5368,25.90347,0.89
5369,25.90347,23.88
5370,25.149,45.0
5371,25.149,38.69
5372,25.149,36.0
5373,25.149,9.25
5374,25.90347
5375,25.149,1.5295
